Athlete Name,Athlete Position,Athlete Groups,Start Date,Session Type,Segment Name,Duration (mins),Session Load,Distance (m),Metres per Minute (m),High Intensity Running (m),No. of High Intensity Events,Sprint Distance (m),No. of Sprints,Top Speed (m/s),Percentage of Max Speed,Avg Speed (m/s),Accelerations,Decelerations
Tiago Mendes de Campos,Centre Midfielder,,2026-04-09,Training Session,Whole Session,135.0,789.0,5939.0,44.0,99.0,8.0,0.0,0.0,6.8,78.9,0.7,70.0,61.0
Bendix Bennetzen,Centre Midfielder,,2026-04-09,Training Session,Whole Session,135.0,851.0,6043.0,45.0,39.0,5.0,0.0,0.0,6.6,83.5,0.7,85.0,50.0
Sho Haggerty,Right Back,,2026-04-09,Training Session,Whole Session,135.0,903.0,6230.0,46.0,33.0,4.0,0.0,0.0,6.5,72.4,0.8,86.0,69.0
Jack Shannon,,,2026-04-09,Training Session,Whole Session,135.0,1019.0,6402.0,47.0,93.0,9.0,11.0,2.0,7.1,88.0,0.8,86.0,59.0
Caleb Borneo,,,2026-04-09,Training Session,Whole Session,135.0,891.0,5671.0,42.0,130.0,15.0,4.0,1.0,7.0,82.7,0.7,96.0,58.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-10,Training Session,Whole Session,135.0,765.0,6074.0,45.0,80.0,11.0,5.0,1.0,7.1,79.2,0.7,102.0,49.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-10,Training Session,Whole Session,135.0,725.0,5918.0,44.0,35.0,4.0,0.0,0.0,6.3,70.9,0.7,99.0,63.0
Ben,Centre Back,"Defense, UNCG",2026-04-10,Training Session,Whole Session,135.0,531.0,4426.0,33.0,0.0,0.0,0.0,0.0,5.5,68.2,0.5,50.0,42.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-10,Training Session,Whole Session,135.0,678.0,6029.0,45.0,81.0,9.0,41.0,2.0,7.7,94.2,0.7,76.0,57.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-10,Training Session,Whole Session,135.0,1054.0,6587.0,49.0,157.0,19.0,7.0,1.0,7.0,78.3,0.8,100.0,67.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-10,Training Session,Whole Session,135.0,721.0,5909.0,44.0,65.0,9.0,26.0,1.0,7.8,87.3,0.7,94.0,55.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-10,Training Session,Whole Session,135.0,926.0,6723.0,50.0,251.0,25.0,4.0,1.0,7.1,78.7,0.8,106.0,66.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-10,Training Session,Whole Session,135.0,812.0,5936.0,44.0,86.0,10.0,0.0,0.0,6.5,77.5,0.7,84.0,71.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-10,Training Session,Whole Session,135.0,782.0,6477.0,48.0,68.0,6.0,25.0,3.0,7.5,87.7,0.8,88.0,52.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-10,Training Session,Whole Session,135.0,1007.0,6787.0,50.0,145.0,13.0,0.0,0.0,6.7,82.8,0.8,94.0,81.0
Steven Hernandez,Left Winger,UNCG,2026-04-10,Training Session,Whole Session,135.0,841.0,6227.0,46.0,139.0,18.0,6.0,1.0,7.0,76.5,0.8,85.0,68.0
Bendix Bennetzen,Centre Midfielder,,2026-04-10,Training Session,Whole Session,135.0,929.0,6585.0,49.0,73.0,9.0,0.0,0.0,6.5,81.4,0.8,95.0,59.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-10,Training Session,Whole Session,135.0,877.0,6626.0,49.0,113.0,13.0,0.0,0.0,6.7,77.5,0.8,79.0,65.0
Sho Haggerty,Right Back,,2026-04-10,Training Session,Whole Session,135.0,1061.0,7429.0,55.0,177.0,16.0,0.0,0.0,6.9,76.7,0.9,109.0,59.0
Caleb Borneo,,,2026-04-10,Training Session,Whole Session,135.0,1015.0,6370.0,47.0,134.0,14.0,0.0,0.0,6.6,78.4,0.8,104.0,86.0
Jack Shannon,,,2026-04-10,Training Session,Whole Session,135.0,1023.0,7084.0,52.0,108.0,14.0,7.0,1.0,7.0,87.8,0.9,85.0,72.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-12,Match Session,Whole Session,90.0,607.0,3835.0,43.0,51.0,4.0,27.0,1.0,8.8,99.4,0.7,28.0,21.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-12,Match Session,Whole Session,90.0,1494.0,8187.0,91.0,192.0,19.0,14.0,2.0,7.6,84.8,1.5,66.0,49.0
Ben,Centre Back,"Defense, UNCG",2026-04-12,Match Session,Whole Session,90.0,707.0,4661.0,52.0,48.0,7.0,0.0,0.0,6.6,81.5,0.9,14.0,38.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-12,Match Session,Whole Session,90.0,1251.0,6551.0,73.0,406.0,41.0,52.0,8.0,7.7,85.6,1.2,61.0,68.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-12,Match Session,Whole Session,90.0,1354.0,8326.0,93.0,277.0,29.0,11.0,2.0,7.1,86.9,1.5,58.0,80.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-12,Match Session,Whole Session,90.0,684.0,5063.0,56.0,181.0,20.0,24.0,3.0,7.5,83.8,0.9,37.0,39.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-12,Match Session,Whole Session,90.0,1015.0,6461.0,72.0,206.0,25.0,118.0,8.0,8.5,94.4,1.2,67.0,55.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-12,Match Session,Whole Session,90.0,1192.0,7134.0,79.0,376.0,32.0,54.0,4.0,7.7,91.3,1.3,42.0,49.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-12,Match Session,Whole Session,90.0,850.0,5076.0,56.0,262.0,27.0,47.0,5.0,7.6,88.6,0.9,29.0,34.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-12,Match Session,Whole Session,90.0,1475.0,5607.0,62.0,128.0,19.0,8.0,1.0,7.1,87.2,1.0,43.0,74.0
Steven Hernandez,Left Winger,UNCG,2026-04-12,Match Session,Whole Session,90.0,1064.0,5985.0,67.0,352.0,42.0,125.0,11.0,8.3,91.2,1.1,39.0,54.0
Bendix Bennetzen,Centre Midfielder,,2026-04-12,Match Session,Whole Session,90.0,1673.0,7582.0,84.0,142.0,14.0,8.0,1.0,7.3,91.9,1.4,47.0,65.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-12,Match Session,Whole Session,90.0,3555.0,10797.0,120.0,135.0,21.0,42.0,5.0,7.8,90.0,2.0,93.0,171.0
Sho Haggerty,Right Back,,2026-04-12,Match Session,Whole Session,90.0,816.0,4474.0,50.0,193.0,20.0,31.0,3.0,8.1,89.7,0.8,36.0,33.0
Jack Shannon,,,2026-04-12,Match Session,Whole Session,90.0,945.0,4946.0,55.0,56.0,7.0,0.0,0.0,6.4,80.3,0.9,28.0,48.0
Caleb Borneo,,,2026-04-12,Match Session,Whole Session,90.0,939.0,4696.0,52.0,153.0,12.0,7.0,1.0,7.0,82.3,0.9,47.0,34.0
Ben,Centre Back,"Defense, UNCG",2026-04-16,Training Session,Whole Session,75.0,437.0,3464.0,46.0,0.0,0.0,0.0,0.0,5.0,62.6,0.8,48.0,33.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-16,Training Session,Whole Session,75.0,466.0,3979.0,53.0,0.0,0.0,0.0,0.0,5.1,57.2,0.9,74.0,42.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-16,Training Session,Whole Session,75.0,449.0,2260.0,30.0,0.0,0.0,0.0,0.0,5.0,55.8,0.5,62.0,37.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-16,Training Session,Whole Session,75.0,416.0,3260.0,43.0,5.0,1.0,0.0,0.0,5.5,67.5,0.7,76.0,66.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-16,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-16,Training Session,Whole Session,75.0,491.0,4104.0,55.0,4.0,1.0,0.0,0.0,5.8,65.1,0.9,73.0,64.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-16,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.0,0.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-16,Training Session,Whole Session,75.0,459.0,3623.0,48.0,16.0,3.0,0.0,0.0,5.9,70.3,0.8,40.0,19.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-16,Training Session,Whole Session,75.0,533.0,4185.0,56.0,0.0,0.0,0.0,0.0,5.0,58.4,0.9,71.0,35.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-16,Training Session,Whole Session,75.0,636.0,4559.0,61.0,7.0,1.0,0.0,0.0,5.8,71.0,1.0,83.0,47.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-16,Training Session,Whole Session,75.0,228.0,1853.0,25.0,0.0,0.0,0.0,0.0,4.7,53.7,0.4,29.0,18.0
Bendix Bennetzen,Centre Midfielder,,2026-04-16,Training Session,Whole Session,75.0,734.0,4782.0,64.0,0.0,0.0,0.0,0.0,5.3,67.0,1.1,74.0,29.0
Sho Haggerty,Right Back,,2026-04-16,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Shannon,,,2026-04-16,Training Session,Whole Session,75.0,504.0,3710.0,49.0,4.0,1.0,0.0,0.0,6.2,77.1,0.8,52.0,28.0
Caleb Borneo,,,2026-04-16,Training Session,Whole Session,75.0,667.0,4368.0,58.0,3.0,1.0,0.0,0.0,5.5,65.4,1.0,86.0,40.0
Ben,Centre Back,"Defense, UNCG",2026-04-17,Training Session,Whole Session,135.0,760.0,6487.0,48.0,66.0,9.0,9.0,1.0,7.2,90.2,0.8,32.0,46.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-17,Training Session,Whole Session,135.0,978.0,6728.0,50.0,113.0,13.0,8.0,1.0,7.2,81.1,0.8,69.0,46.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-17,Training Session,Whole Session,135.0,824.0,6254.0,46.0,56.0,7.0,0.0,0.0,6.7,76.1,0.8,43.0,44.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-17,Training Session,Whole Session,135.0,796.0,6633.0,49.0,74.0,8.0,0.0,0.0,6.5,79.5,0.8,49.0,63.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-17,Training Session,Whole Session,135.0,27.0,429.0,3.0,0.0,0.0,0.0,0.0,1.8,20.5,0.1,0.0,0.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-17,Training Session,Whole Session,135.0,837.0,7174.0,53.0,106.0,12.0,19.0,1.0,8.0,89.7,0.9,71.0,58.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-17,Training Session,Whole Session,135.0,627.0,6086.0,45.0,57.0,6.0,0.0,0.0,6.8,75.3,0.7,56.0,35.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-17,Training Session,Whole Session,135.0,964.0,6991.0,52.0,67.0,9.0,0.0,0.0,6.2,73.3,0.9,43.0,47.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-17,Training Session,Whole Session,135.0,910.0,7182.0,53.0,123.0,11.0,4.0,1.0,7.0,82.1,0.9,68.0,68.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-17,Training Session,Whole Session,135.0,1313.0,8082.0,60.0,117.0,10.0,0.0,0.0,6.9,85.2,1.0,82.0,60.0
Steven Hernandez,Left Winger,UNCG,2026-04-17,Training Session,Whole Session,135.0,1011.0,7278.0,54.0,190.0,21.0,24.0,2.0,7.4,81.1,0.9,77.0,62.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-17,Training Session,Whole Session,135.0,1149.0,8151.0,60.0,67.0,7.0,0.0,0.0,6.5,75.1,1.0,40.0,58.0
Bendix Bennetzen,Centre Midfielder,,2026-04-17,Training Session,Whole Session,135.0,1351.0,7876.0,58.0,63.0,5.0,4.0,1.0,7.1,89.2,1.0,47.0,62.0
Sho Haggerty,Right Back,,2026-04-17,Training Session,Whole Session,135.0,1022.0,7300.0,54.0,97.0,12.0,0.0,0.0,6.9,76.3,0.9,70.0,43.0
Caleb Borneo,,,2026-04-17,Training Session,Whole Session,135.0,1207.0,7701.0,57.0,168.0,15.0,22.0,2.0,7.6,89.8,0.9,89.0,68.0
Jack Shannon,,,2026-04-17,Training Session,Whole Session,135.0,1494.0,6468.0,48.0,26.0,4.0,0.0,0.0,6.4,80.2,0.8,107.0,79.0
Ben,Centre Back,"Defense, UNCG",2026-04-20,Training Session,Whole Session,60.0,347.0,2764.0,46.0,0.0,0.0,0.0,0.0,5.4,67.6,0.8,44.0,16.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-20,Training Session,Whole Session,60.0,378.0,3093.0,52.0,12.0,2.0,0.0,0.0,6.0,68.2,0.9,47.0,14.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-20,Training Session,Whole Session,60.0,373.0,2993.0,50.0,22.0,3.0,14.0,1.0,7.5,84.0,0.8,75.0,18.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-20,Training Session,Whole Session,60.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.3,3.6,0.0,0.0,0.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-20,Training Session,Whole Session,60.0,355.0,2916.0,49.0,0.0,0.0,0.0,0.0,5.0,60.8,0.8,67.0,28.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-20,Training Session,Whole Session,60.0,368.0,3121.0,52.0,5.0,1.0,0.0,0.0,5.6,63.1,0.9,55.0,19.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-20,Training Session,Whole Session,60.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.0,0.0,0.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-20,Training Session,Whole Session,60.0,443.0,3487.0,58.0,133.0,13.0,0.0,0.0,6.4,75.7,1.0,40.0,1.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-20,Training Session,Whole Session,60.0,365.0,2947.0,49.0,0.0,0.0,0.0,0.0,5.4,63.6,0.8,57.0,20.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-20,Training Session,Whole Session,60.0,577.0,3817.0,64.0,8.0,2.0,0.0,0.0,5.8,70.6,1.1,80.0,41.0
Steven Hernandez,Left Winger,UNCG,2026-04-20,Training Session,Whole Session,60.0,438.0,3437.0,57.0,192.0,21.0,4.0,1.0,7.0,77.1,1.0,63.0,13.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-20,Training Session,Whole Session,60.0,1135.0,4345.0,72.0,42.0,7.0,0.0,0.0,6.8,78.2,1.2,87.0,49.0
Bendix Bennetzen,Centre Midfielder,,2026-04-20,Training Session,Whole Session,60.0,597.0,3788.0,63.0,4.0,1.0,0.0,0.0,5.5,69.4,1.1,74.0,46.0
Sho Haggerty,Right Back,,2026-04-20,Training Session,Whole Session,60.0,387.0,3163.0,53.0,10.0,1.0,0.0,0.0,6.4,70.8,0.9,66.0,19.0
Caleb Borneo,,,2026-04-20,Training Session,Whole Session,60.0,588.0,3541.0,59.0,17.0,4.0,0.0,0.0,6.0,70.8,1.0,88.0,64.0
Ben,Centre Back,"Defense, UNCG",2026-04-21,Training Session,Whole Session,75.0,367.0,3192.0,43.0,20.0,2.0,0.0,0.0,6.5,80.7,0.7,31.0,17.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-21,Training Session,Whole Session,75.0,473.0,3636.0,48.0,72.0,7.0,0.0,0.0,6.9,77.7,0.8,59.0,18.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-21,Training Session,Whole Session,75.0,601.0,3943.0,53.0,38.0,5.0,13.0,2.0,7.1,79.9,0.9,82.0,35.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-21,Training Session,Whole Session,75.0,402.0,3480.0,46.0,40.0,5.0,0.0,0.0,6.6,81.1,0.8,65.0,26.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-21,Training Session,Whole Session,75.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0,0.0,0.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-21,Training Session,Whole Session,75.0,379.0,3496.0,47.0,33.0,5.0,0.0,0.0,6.1,68.4,0.8,60.0,26.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-21,Training Session,Whole Session,75.0,266.0,2469.0,33.0,70.0,6.0,0.0,0.0,6.8,75.4,0.5,32.0,20.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-21,Training Session,Whole Session,75.0,366.0,2856.0,38.0,109.0,13.0,0.0,0.0,6.6,78.2,0.6,34.0,22.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-21,Training Session,Whole Session,75.0,425.0,3670.0,49.0,36.0,4.0,0.0,0.0,6.5,76.4,0.8,58.0,22.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-21,Training Session,Whole Session,75.0,606.0,4120.0,55.0,55.0,7.0,0.0,0.0,6.6,81.2,0.9,81.0,35.0
Steven Hernandez,Left Winger,UNCG,2026-04-21,Training Session,Whole Session,75.0,450.0,3269.0,44.0,115.0,15.0,6.0,1.0,7.0,77.1,0.7,49.0,22.0
Bendix Bennetzen,Centre Midfielder,,2026-04-21,Training Session,Whole Session,75.0,584.0,4132.0,55.0,71.0,8.0,0.0,0.0,6.4,80.2,0.9,77.0,24.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-21,Training Session,Whole Session,75.0,1203.0,5210.0,69.0,170.0,16.0,143.0,11.0,9.9,113.7,1.2,79.0,43.0
Sho Haggerty,Right Back,,2026-04-21,Training Session,Whole Session,75.0,500.0,3836.0,51.0,19.0,4.0,0.0,0.0,6.2,68.5,0.9,73.0,21.0
Jack Shannon,,,2026-04-21,Training Session,Whole Session,75.0,453.0,3418.0,46.0,84.0,9.0,0.0,0.0,7.0,86.9,0.8,39.0,25.0
Caleb Borneo,,,2026-04-21,Training Session,Whole Session,75.0,632.0,3901.0,52.0,99.0,14.0,0.0,0.0,6.4,75.6,0.9,79.0,29.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-22,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Centre Back,"Defense, UNCG",2026-04-22,Training Session,Whole Session,75.0,320.0,2901.0,39.0,0.0,0.0,0.0,0.0,5.2,64.1,0.6,39.0,28.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-22,Training Session,Whole Session,75.0,396.0,3471.0,46.0,42.0,4.0,0.0,0.0,6.7,74.6,0.8,69.0,28.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-22,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-22,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-22,Training Session,Whole Session,75.0,436.0,3750.0,50.0,44.0,6.0,0.0,0.0,6.1,68.2,0.8,61.0,30.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-22,Training Session,Whole Session,75.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7,0.0,0.0,0.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-22,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-22,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-22,Training Session,Whole Session,75.0,531.0,3729.0,50.0,0.0,0.0,0.0,0.0,4.9,60.7,0.8,55.0,37.0
Steven Hernandez,Left Winger,UNCG,2026-04-22,Training Session,Whole Session,75.0,428.0,3516.0,47.0,7.0,1.0,0.0,0.0,5.9,64.4,0.8,51.0,42.0
Bendix Bennetzen,Centre Midfielder,,2026-04-22,Training Session,Whole Session,75.0,607.0,4094.0,55.0,0.0,0.0,0.0,0.0,5.4,68.4,0.9,60.0,36.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-22,Training Session,Whole Session,75.0,1083.0,4370.0,58.0,22.0,4.0,0.0,0.0,6.1,61.5,1.0,60.0,62.0
Sho Haggerty,Right Back,,2026-04-22,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Shannon,,,2026-04-22,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Borneo,,,2026-04-22,Training Session,Whole Session,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Centre Back,"Defense, UNCG",2026-04-23,Training Session,Whole Session,135.0,422.0,3646.0,27.0,24.0,3.0,0.0,0.0,6.0,74.6,0.4,29.0,25.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-23,Training Session,Whole Session,135.0,713.0,5565.0,41.0,75.0,8.0,8.0,1.0,7.2,80.4,0.7,75.0,40.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-23,Training Session,Whole Session,135.0,561.0,5185.0,38.0,52.0,5.0,0.0,0.0,6.9,77.7,0.6,48.0,29.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-23,Training Session,Whole Session,135.0,509.0,5218.0,39.0,24.0,3.0,0.0,0.0,5.9,71.5,0.6,54.0,28.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-23,Training Session,Whole Session,135.0,738.0,5523.0,41.0,29.0,4.0,0.0,0.0,6.3,70.7,0.7,68.0,33.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-23,Training Session,Whole Session,135.0,718.0,6457.0,48.0,64.0,8.0,0.0,0.0,6.9,77.3,0.8,94.0,44.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-23,Training Session,Whole Session,135.0,4.0,63.0,0.0,0.0,0.0,0.0,0.0,1.2,12.9,0.0,0.0,0.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-23,Training Session,Whole Session,135.0,621.0,5210.0,39.0,28.0,4.0,0.0,0.0,6.9,81.4,0.6,59.0,43.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-23,Training Session,Whole Session,135.0,713.0,6520.0,48.0,47.0,7.0,0.0,0.0,6.1,71.5,0.8,77.0,46.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-23,Training Session,Whole Session,135.0,778.0,5992.0,44.0,26.0,5.0,0.0,0.0,5.8,71.2,0.7,64.0,61.0
Steven Hernandez,Left Winger,UNCG,2026-04-23,Training Session,Whole Session,135.0,769.0,6250.0,46.0,73.0,7.0,0.0,0.0,6.5,71.7,0.8,57.0,38.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-23,Training Session,Whole Session,135.0,1542.0,6860.0,51.0,24.0,4.0,0.0,0.0,6.5,65.6,0.8,99.0,85.0
Bendix Bennetzen,Centre Midfielder,,2026-04-23,Training Session,Whole Session,135.0,719.0,5693.0,42.0,54.0,8.0,0.0,0.0,6.2,77.6,0.7,46.0,42.0
Sho Haggerty,Right Back,,2026-04-23,Training Session,Whole Session,135.0,806.0,6263.0,46.0,74.0,10.0,0.0,0.0,6.4,71.0,0.8,81.0,63.0
Caleb Borneo,,,2026-04-23,Training Session,Whole Session,135.0,746.0,5437.0,40.0,36.0,6.0,0.0,0.0,6.5,76.8,0.7,76.0,63.0
Jack Shannon,,,2026-04-23,Training Session,Whole Session,135.0,828.0,6173.0,46.0,28.0,4.0,0.0,0.0,6.0,75.1,0.8,72.0,57.0
Ben,Centre Back,"Defense, UNCG",2026-07-21,Training Session,Whole Session,120.0,42.0,424.0,4.0,0.0,0.0,0.0,0.0,1.9,24.0,0.1,0.0,0.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-07-21,Training Session,Whole Session,120.0,501.0,4678.0,39.0,0.0,0.0,0.0,0.0,5.0,57.1,0.6,36.0,23.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-07-21,Training Session,Whole Session,120.0,1239.0,5502.0,46.0,0.0,0.0,0.0,0.0,6.1,68.1,0.8,91.0,40.0
bautista schmidt,Left Back,"Defense, UNCG",2026-07-21,Training Session,Whole Session,120.0,523.0,4707.0,39.0,0.0,0.0,0.0,0.0,6.2,74.5,0.7,55.0,56.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-07-21,Training Session,Whole Session,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-07-21,Training Session,Whole Session,120.0,756.0,5976.0,50.0,0.0,0.0,0.0,0.0,6.2,73.9,0.8,48.0,56.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-07-21,Training Session,Whole Session,120.0,569.0,5031.0,42.0,0.0,0.0,0.0,0.0,6.4,75.0,0.7,43.0,35.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-07-21,Training Session,Whole Session,120.0,837.0,5846.0,49.0,0.0,0.0,0.0,0.0,6.2,75.8,0.8,63.0,55.0
Steven Hernandez,Left Winger,UNCG,2026-07-21,Training Session,Whole Session,120.0,557.0,5043.0,42.0,0.0,0.0,0.0,0.0,5.6,61.9,0.7,47.0,39.0
Keaviano Francis,Centre Attacking Midfielder,,2026-07-21,Training Session,Whole Session,120.0,529.0,5017.0,42.0,0.0,0.0,0.0,0.0,5.3,64.8,0.7,71.0,44.0
Naej Desravins,Centre Defensive Midfielder,,2026-07-21,Training Session,Whole Session,120.0,530.0,4622.0,39.0,0.0,0.0,0.0,0.0,5.2,66.2,0.6,41.0,39.0
Tiago Mendes de Campos,Centre Midfielder,,2026-07-21,Training Session,Whole Session,120.0,889.0,6695.0,56.0,0.0,0.0,0.0,0.0,6.1,62.2,0.9,44.0,51.0
Bendix Bennetzen,Centre Midfielder,,2026-07-21,Training Session,Whole Session,120.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin,Left Back,,2026-07-21,Training Session,Whole Session,120.0,661.0,5859.0,49.0,0.0,0.0,0.0,0.0,5.5,62.5,0.8,45.0,45.0
Sho Haggerty,Right Back,,2026-07-21,Training Session,Whole Session,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0
Caleb Borneo,,,2026-07-21,Training Session,Whole Session,120.0,816.0,5551.0,46.0,0.0,0.0,0.0,0.0,6.2,72.5,0.8,84.0,45.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-07-22,Training Session,Whole Session,120.0,1509.0,6140.0,51.0,0.0,0.0,0.0,0.0,6.0,67.4,0.9,134.0,75.0
